video_id,execution_date,channel_id,channel_name,title,content_format,views_delta,engagement_rate,comment_rate,video_age_days,duration_bucket,alpha_score,opportunity_score,trend_burst_score,evergreen_score,packaging_problem_score,metric_confidence_score,channel_momentum_score,channel_relative_success_score,title_length_chars,has_number,has_question,has_ai_word,has_finance_word,metadata_changed
hE1O48iNhBw,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Muchos de mis errores se repetían #shorts,shorts,1.0,0.06836,0.00054,16.72167,mid,28.399969,35.990752,,,61.615381,100.0,91.346154,32.821342,41.0,False,False,False,False,False
RGWm_UCIWnc,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Por esto nunca deberías hablar de tus metas #shorts,shorts,1.0,0.069955,0.001007,16.784147,short,28.454856,36.060379,,,67.727925,100.0,91.346154,32.821342,51.0,False,False,False,False,False
iPg5fXvAqqo,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Me voló la cabeza cuando Jaime Higuera dijo esto #shorts,shorts,1.0,0.028146,0.000552,15.658881,short,22.773757,28.939185,,,40.618994,100.0,91.346154,32.821342,56.0,False,False,False,False,False
yRy6KDl2xWo,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Actúa así #shorts,shorts,1.0,0.026909,0.001009,12.794795,short,23.136924,29.325665,,,44.776196,100.0,91.346154,32.821342,17.0,False,False,False,False,False
7eJtgn-ZUCw,2026-05-18T12:49:30.314781+00:00,UCjSVqRtdOsxQDss_pJpp_Yg,COMPUESTOS Podcast,¿Cómo Empezar A Vender En Amazon? 📦 #Compuestos #AndresGarza #RicardoDomínguez #Amazon,shorts,1.0,0.042392,0.0,12.450987,short,31.725843,42.331406,,,48.843052,98.25,88.942308,65.009431,86.0,False,True,False,False,False
rXhoGMAeoS8,2026-05-18T12:49:30.314781+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,👉🏻 Te dejo la Guía Pro de ChatGPT fijada en los comentarios de este video.,shorts,1.0,0.030966,0.000568,11.865953,short,25.027888,31.660856,,,56.055236,100.0,78.846154,32.821342,74.0,False,False,True,False,False
zBNTi3oggvA,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Este es el problema #shorts,shorts,1.0,0.102578,0.002685,10.663974,short,31.382663,39.561337,,,86.367575,100.0,91.346154,32.821342,27.0,False,False,False,False,False
rMiiE5QmEb0,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Esto es lo que me pasó con mi primer emprendimiento  #shorts,shorts,1.0,0.065517,0.000918,9.783684,short,30.535294,38.465616,,,65.011096,100.0,91.346154,32.821342,60.0,False,False,False,False,False
CthF-LloGYM,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Así funciona la pasión  #shorts,shorts,1.0,0.065374,0.000554,9.867469,short,30.486019,38.407698,,,60.41249,100.0,91.346154,32.821342,31.0,False,False,False,False,False
cQtG3e89OlU,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,La vida te da tickets de lotería #shorts,shorts,1.0,0.078508,0.001066,9.950258,short,31.077949,39.151199,,,72.260709,100.0,91.346154,32.821342,40.0,False,False,False,False,False
RSQwihpACgQ,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Ves con todo a por tus metas  #shorts,shorts,1.0,0.114732,0.002295,10.0338,mid,31.88683,40.165881,,,87.302009,100.0,91.346154,32.821342,37.0,False,False,False,False,False
xVBsBrmoXa8,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Deja de compartir más de lo que debes #shorts,shorts,1.0,0.080316,0.001361,10.074784,short,31.081227,39.160617,,,75.559624,100.0,91.346154,32.821342,45.0,False,False,False,False,False
qOnJdoXR8c4,2026-05-18T12:49:30.314781+00:00,UCjSVqRtdOsxQDss_pJpp_Yg,COMPUESTOS Podcast,¿Se Pueden Vender Cosas Fake En Amazon? 🚫 #Compuestos #AndresGarza #RicardoDomínguez #Fake,shorts,1.0,0.026796,0.0,8.450386,short,29.692976,39.627601,,,31.104281,98.25,88.942308,65.009431,90.0,False,True,False,False,False
ogGjzOIl5lQ,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Esta es tu gran oportunidad ahora mismo #shorts,shorts,1.0,0.09671,0.001585,7.807423,short,32.921813,41.347977,,,81.606346,100.0,91.346154,32.821342,47.0,False,False,False,False,False
1VvLw6sQMcI,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,La gente tiene que poder ver esto #shorts,shorts,1.0,0.070007,0.002132,6.889656,short,32.702031,41.015846,29.909277,,74.147647,100.0,91.346154,32.821342,41.0,False,False,False,False,False
MLlYc5sy4X0,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,No te centres en el resultado #shorts,shorts,1.0,0.132015,0.001731,6.941855,short,33.997502,42.638657,29.392983,,86.73283,100.0,91.346154,32.821342,37.0,False,False,False,False,False
-L8Sen4mJkw,2026-05-18T12:49:30.314781+00:00,UCtT7zEoC9-HNyLYb8cYWoww,Ale Marin,qué caraj* pasó en el show de Milo J? 👀,shorts,1.0,0.028398,0.001136,4.867712,short,25.258687,29.811755,30.686804,,51.521163,100.0,98.317308,10.280248,39.0,False,True,False,False,False
r8w7VFV_fGM,2026-05-18T12:49:30.314781+00:00,UC16niRr50-MSBwiO3YDb3RA,BBC News,Miatta Fahnbulleh is the first government minister to quit their job over the situation. ##BBCNews,shorts,1.0,0.012239,0.00126,6.143788,short,14.689694,16.387808,18.521983,,37.627255,100.0,36.057692,1.293452,98.0,False,False,False,False,False
OhmByMgedu0,2026-05-18T12:49:30.314781+00:00,UCupvZG-5ko_eiXAupbDfxWw,CNN,Big weather pattern change coming,shorts,1.0,0.022084,0.001054,5.785617,short,20.757015,23.933899,18.320923,,52.410425,100.0,36.057692,0.35031,33.0,False,False,False,False,False
pfUB5jrKyjw,2026-05-18T12:49:30.314781+00:00,UCeY0bbntWzzVIaj2z3QigXg,NBC News,Man who distributed ketamine that killed Matthew Perry sentenced to 2 years in prison,shorts,1.0,0.011436,0.000915,4.58277,short,15.843017,17.799338,19.556392,,33.38616,100.0,36.057692,3.93425,85.0,True,False,False,False,False
ArENte_V6Hc,2026-05-18T12:49:30.314781+00:00,UCnsvJeZO4RigQ898WdDNoBw,EL PAÍS,"Muere Hilda Farfante, una de las voces de los desaparecidos en el franquismo #shorts",shorts,1.0,0.055344,0.004978,4.724217,mid,30.571009,36.560504,23.176593,,88.339696,100.0,36.057692,11.492859,84.0,False,False,False,False,False
XY32nj452mw,2026-05-18T12:49:30.314781+00:00,UCnsvJeZO4RigQ898WdDNoBw,EL PAÍS,"Mónica García, ministra de SANIDAD: ""Había 14 ESPAÑOLES a los que querían dejar TIRADOS"" #shorts",shorts,1.0,0.014388,0.001799,4.782052,short,18.272746,21.192913,21.296203,,38.597828,100.0,36.057692,11.492859,96.0,True,False,False,False,False
8mQvTgd5JAg,2026-05-18T12:49:30.314781+00:00,UCnsvJeZO4RigQ898WdDNoBw,EL PAÍS,El ALIVIO imposible de los PACIENTES quemados durante los ataques en GAZA #shorts,shorts,1.0,0.032258,0.007168,4.839031,mid,26.889703,31.969226,23.32067,,79.209599,100.0,36.057692,11.492859,81.0,False,False,False,False,False
O3ZoeA-E7PE,2026-05-18T12:49:30.314781+00:00,UCnsvJeZO4RigQ898WdDNoBw,EL PAÍS,Presunto video de 'LOS MAYITOS' muestra el momento del ataque a la casa de RUBÉN ROCHA MOYA #shorts,shorts,1.0,0.014628,0.001219,6.755351,short,16.615778,19.276777,17.707632,,36.167523,100.0,36.057692,11.492859,99.0,False,False,False,False,False
GTACbClgvjI,2026-05-18T12:49:30.314781+00:00,UCGXbLrVe8vnkiFv7q2vYv3w,El Mundo,"Trump invita a Xi Jinping a la Casa Blanca el 24 de septiembre: ""Es una relación muy especial""",shorts,1.0,0.023288,0.006849,4.015652,short,24.754958,29.488063,24.529918,,69.261225,100.0,36.057692,16.343304,94.0,True,False,False,False,False
kcAPMX2U-8s,2026-05-18T12:49:30.314781+00:00,UCGXbLrVe8vnkiFv7q2vYv3w,El Mundo,"Letizia dice que la salud es un ""asunto global"" como demuestran ""la pandemia y el hantavirus""",shorts,1.0,0.043937,0.031634,4.028626,short,30.598884,36.794275,24.976268,,87.221989,100.0,36.057692,16.343304,93.0,False,False,False,False,False
COLSDFlo69U,2026-05-18T12:49:30.314781+00:00,UCGXbLrVe8vnkiFv7q2vYv3w,El Mundo,Un senador se encuentra atrincherado para evitar ser arrestado por crímenes de lesa humanidad,shorts,1.0,0.018116,0.009058,4.902307,short,20.902244,24.755965,23.375069,,59.701338,100.0,36.057692,16.343304,93.0,False,False,False,False,False
LdB2-Uwapao,2026-05-18T12:49:30.314781+00:00,UCGXbLrVe8vnkiFv7q2vYv3w,El Mundo,Clavijo acusa al Gobierno de ocultar que había positivos en el MV Hondius,shorts,1.0,0.06217,0.02522,6.062399,short,30.227075,36.506772,22.119483,,91.816723,100.0,36.057692,16.343304,73.0,False,False,False,False,False
57pj1crmbkw,2026-05-18T12:49:30.314781+00:00,UCGXbLrVe8vnkiFv7q2vYv3w,El Mundo,"El PP exige un ""respaldo real"" a la Guardia Civil en la lucha contra el narcotráfico",shorts,1.0,0.047872,0.02039,6.931265,short,28.282563,34.137504,21.122051,,88.569433,100.0,36.057692,16.343304,84.0,False,False,False,False,False
3CtL28IQX3U,2026-05-18T12:49:30.314781+00:00,UCGXbLrVe8vnkiFv7q2vYv3w,El Mundo,"Starmer no dimite para no sumir a Reino Unido ""en el caos, como hicieron los conservadores""",shorts,1.0,0.032949,0.019769,7.060629,short,25.604375,30.798272,,,81.530197,100.0,36.057692,16.343304,91.0,False,False,False,False,False
-OzwvGp6txM,2026-05-18T12:49:30.314781+00:00,UClLLRs_mFTsNT5U-DqTYAGg,La Vanguardia,ERE en Nissan: la negociación sigue bloqueada tras la primera mediación de Treball,shorts,1.0,0.021084,0.009036,3.945872,short,23.688367,28.147768,24.823509,,58.417136,100.0,36.057692,16.343304,82.0,False,False,False,False,False
A8SVh-jw46E,2026-05-18T12:49:30.314781+00:00,UClLLRs_mFTsNT5U-DqTYAGg,La Vanguardia,Taiwán teme ser moneda de cambio en la cumbre de China y Estados Unidos en Pekín,shorts,1.0,0.018237,0.006079,5.202932,short,20.664079,24.484343,22.663435,,50.559624,100.0,36.057692,16.343304,80.0,False,False,False,False,False
_thCwvg7oio,2026-05-18T12:49:30.314781+00:00,UClLLRs_mFTsNT5U-DqTYAGg,La Vanguardia,Miles de profesores marchan desde plaza España hacia Urquianona,shorts,1.0,0.02121,0.003142,6.08586,short,21.486295,25.582556,20.790355,,55.536393,100.0,36.057692,16.343304,63.0,False,False,False,False,False
qxnuKSh9mc0,2026-05-18T12:49:30.314781+00:00,UCcHtke0raf8vNYLM1Hbq3Jw,Imagen Noticias,CFE suspenderá servicio de luz en Apodaca y Juárez; estas serán las colonias afectadas,shorts,1.0,0.0,0.0,4.285108,short,13.166809,14.642785,15.059455,,0.0,100.0,36.057692,10.280248,86.0,False,False,False,False,False
PzTk0EVYNl0,2026-05-18T12:49:30.314781+00:00,UCpEhnqL0y41EpW2TvWAHD7Q,SET India,Vashikaranam | Ep 43 | Coming Up Next | वशीकरणं | Sign up for Sony LIV on YouTube,shorts,1.0,0.021053,0.0,2.80505,short,23.760652,27.395417,19.996824,,41.274647,100.0,36.057692,0.080841,81.0,True,False,False,False,False
wd5dkGEQRWE,2026-05-18T12:49:30.314781+00:00,UCiWLfSweyRNmLpgEHekhoAg,ESPN,Like how? 😲,shorts,1.0,0.017497,0.00072,3.825895,short,20.445077,23.387475,19.971228,,42.877642,100.0,36.057692,1.738076,11.0,False,True,False,False,False
pVMsS2uz0l0,2026-05-18T12:49:30.314781+00:00,UCiWLfSweyRNmLpgEHekhoAg,ESPN,That first franchise win feeling 😤,shorts,1.0,0.013987,0.000194,4.475524,short,17.548422,19.830794,15.899075,,22.91378,100.0,36.057692,1.738076,34.0,False,False,False,False,False
66CI10yF60g,2026-05-18T12:49:30.314781+00:00,UCiWLfSweyRNmLpgEHekhoAg,ESPN,4️⃣9️⃣ career home runs 💥,shorts,1.0,0.019034,0.0,4.992399,short,20.025864,22.974541,14.017337,,33.933398,100.0,36.057692,1.738076,25.0,True,False,False,False,False
o9gCU193eTY,2026-05-18T12:49:30.314781+00:00,UCiWLfSweyRNmLpgEHekhoAg,ESPN,THIS IS NOT A DRILL 🚨 (via @jacksonolson_/TT),shorts,1.0,0.015516,0.000259,5.027515,short,17.813033,20.211569,15.533856,,29.454823,100.0,36.057692,1.738076,45.0,False,False,False,False,False
giWMEfT7LxI,2026-05-18T12:49:30.314781+00:00,UC08mnbiC4FykqpHqbEWgFcg,ESPN Deportes,Marie Louise-Eta hizo historia al ganar su primer partido en la Bundesliga 🤩⚽️#Shorts,shorts,1.0,0.00781,0.0,6.846589,short,11.447881,12.47411,11.736483,,2.764064,100.0,36.057692,3.530046,85.0,False,False,False,False,False
fCql_8Vo5OQ,2026-05-18T12:49:30.314781+00:00,UChqUTb7kYRX8-EiaN3XFrSQ,Reuters,British artist Tracey Emin debuts intimate new print series,shorts,1.0,0.021119,0.0,3.496115,short,23.100616,26.77843,16.353214,,36.212696,100.0,36.057692,4.405821,59.0,False,False,False,False,False
0Vl_5ZZDHoo,2026-05-18T12:49:30.314781+00:00,UChqUTb7kYRX8-EiaN3XFrSQ,Reuters,King Charles visits London area hit by antisemitic attacks,shorts,1.0,0.020472,0.006299,3.8377,short,22.303108,25.817673,24.747794,,61.781875,100.0,36.057692,4.405821,58.0,False,False,False,False,False
DWGIS245bBw,2026-05-18T12:49:30.314781+00:00,UChqUTb7kYRX8-EiaN3XFrSQ,Reuters,Vance dismisses talk of future White House run,shorts,1.0,0.010568,0.002642,4.431647,short,15.49305,17.363871,22.710394,,31.473408,100.0,36.057692,4.405821,46.0,False,False,False,False,False
G7jXsGqW60A,2026-05-18T12:49:30.314781+00:00,UChqUTb7kYRX8-EiaN3XFrSQ,Reuters,Pro-Palestinian protesters rally against Israel at Eurovision,shorts,1.0,0.019022,0.002717,4.882099,short,20.345169,23.470384,22.089885,,55.309237,100.0,36.057692,4.405821,61.0,False,False,False,False,False
lvEEwQoQqtw,2026-05-18T12:49:30.314781+00:00,UC52X5wxOL_s5yw0dQk7NtgA,Associated Press,Iran responds after Trump rejects Tehran’s latest peace proposal,shorts,1.0,0.023897,0.007761,7.044726,short,20.854563,24.249622,,,67.498189,100.0,36.057692,3.570466,64.0,False,False,False,False,False
AUWivYu_tUo,2026-05-18T12:49:30.314781+00:00,UC52X5wxOL_s5yw0dQk7NtgA,Associated Press,Plane carrying Americans from hantavirus-hit cruise ship lands in Nebraska,shorts,1.0,0.011164,0.004294,7.128117,short,13.262527,14.764988,,,34.230249,100.0,36.057692,3.570466,74.0,False,False,False,False,False
wsp0uYNCukM,2026-05-18T12:49:30.314781+00:00,UC-2hhqBG5Su7s91_HmhaODQ,Fox Deportes,😎⚾ CARRERA DE JAMES WOOD | Baltimore Orioles 0-4 Washington Nationals | MLB 2026,shorts,1.0,0.0,0.0,1.659437,short,16.943699,19.09317,19.372237,,0.0,100.0,36.057692,10.711399,80.0,True,False,False,False,False
Z6jDIG39HRU,2026-05-18T12:49:30.314781+00:00,UC-2hhqBG5Su7s91_HmhaODQ,Fox Deportes,😳⚾ BATAZO DE JAMES WOOD | Baltimore Orioles 0-3 Washington Nationals | MLB 2026,shorts,1.0,0.0,0.0,1.663221,short,16.937304,19.085709,19.363709,,0.0,100.0,36.057692,10.711399,79.0,True,False,False,False,False
SYdW3cZKdmY,2026-05-18T12:49:30.314781+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,🤖 Los países nórdicos combinan con éxito la energía hidroeléctrica con la nuclear 🤖 #ia #chatgpt,shorts,0.0,0.024014,0.000767,23.884599,short,14.115414,16.801718,,,46.722633,100.0,78.846154,20.102398,96.0,False,False,True,False,False
TSAh8dzN0cw,2026-05-18T12:49:30.314781+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,👉🏻 Te dejo la Guía Pro de ChatGPT fijada en los comentarios de este video.,shorts,0.0,0.022994,0.000277,23.927226,short,13.53936,16.081901,,,36.328983,100.0,78.846154,20.102398,74.0,False,False,True,False,False
PZ2yduZysf0,2026-05-18T12:49:30.314781+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,👉🏻 Te dejo la Guía Pro de ChatGPT fijada en los comentarios de este video.,shorts,0.0,0.029417,0.00117,24.11248,short,16.402102,19.661398,,,61.614218,100.0,78.846154,20.102398,74.0,False,False,True,False,False
Lw3RJgDjXh0,2026-05-18T12:49:30.314781+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,👉🏻 Te dejo la Guía Pro de ChatGPT fijada en los comentarios de este video.,shorts,0.0,0.023488,0.000137,25.865536,short,13.719893,16.317475,,,34.935075,100.0,78.846154,20.102398,74.0,False,False,True,False,False
BwIlVEvq7mU,2026-05-18T12:49:30.314781+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,🤖 Los centros de datos consumen energía de forma masiva y constante 🤖 #ia #chatgpt #educación,shorts,0.0,0.021667,0.001148,25.95873,short,12.770204,15.130775,,,45.776582,100.0,78.846154,20.102398,93.0,False,False,True,False,False
lrl7lslhv2s,2026-05-18T12:49:30.314781+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,👉🏻 Te dejo la Guía Pro de ChatGPT fijada en los comentarios de este video.,shorts,0.0,0.0348,0.000345,26.033511,short,17.856642,21.489148,,,57.679009,100.0,78.846154,20.102398,74.0,False,False,True,False,False
zEUstENVghI,2026-05-18T12:49:30.314781+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,👉🏻 Te dejo el PROMPT Completo fijado en los comentarios de este vídeo.,shorts,0.0,0.035845,0.002638,26.900617,short,18.000106,21.67201,,,75.779164,100.0,78.846154,20.102398,70.0,False,False,False,False,False
Enic64S66_s,2026-05-18T12:49:30.314781+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,👉🏻 Te dejo la Guía Pro de ChatGPT fijada en los comentarios de este video.,shorts,0.0,0.027991,0.000491,26.94689,short,15.65932,18.746204,,,50.98825,100.0,78.846154,20.102398,74.0,False,False,True,False,False
YldxYShWvGE,2026-05-18T12:49:30.314781+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,🤖 La energía nuclear no debe usarse para solucionar cualquier problema 🤖 #ia #chatgpt #educación,shorts,0.0,0.020839,0.000278,27.022191,short,12.289873,14.53468,,,32.282778,100.0,78.846154,20.102398,96.0,False,False,True,False,False
QeK4l-iH51Y,2026-05-18T12:49:30.314781+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,🤖 La ley de cambio climático prohíbe la extracción de materiales radioactivos en España 🤖 #chatgpt,shorts,0.0,0.035262,0.000904,27.107851,short,17.897801,21.544911,,,66.477409,100.0,78.846154,20.102398,98.0,False,False,True,False,False
tqD_yn5Y_zQ,2026-05-18T12:49:30.314781+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,🤖 Recursos por los que hay que seguir apostando 🤖 #ia #chatgpt #educacion,shorts,0.0,0.016712,0.000246,27.172145,short,10.009042,11.6842,,,23.641838,100.0,78.846154,20.102398,73.0,False,False,True,False,False
UacKz43AiDQ,2026-05-18T12:49:30.314781+00:00,UCHMSzZaVrEjK35aYK3J7Htw,Pequeño Cerdo Capitalista,Lo que separa a los negocios exitosos de los que fracasan | Sofía Contreras,shorts,0.0,0.028058,0.000438,20.616821,short,16.170108,19.345566,,,43.84318,75.5,75.480769,32.821342,75.0,False,False,False,False,False
ppy-SwlSnEo,2026-05-18T12:49:30.314781+00:00,UCHMSzZaVrEjK35aYK3J7Htw,Pequeño Cerdo Capitalista,😱 ERRORES que te hacen perder dinero con el SAT 💸,shorts,0.0,0.035052,0.000806,25.616126,short,17.920298,21.566855,,,58.295943,75.5,75.480769,32.821342,49.0,False,False,False,True,False
DykSRxbFZZo,2026-05-18T12:49:30.314781+00:00,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,Shrink Your Competition,shorts,0.0,0.039506,0.000541,27.326045,short,18.732312,22.588848,,,63.061043,100.0,89.423077,1.603341,23.0,False,False,False,False,False
UkbeRKmr5kM,2026-05-18T12:49:30.314781+00:00,UCjSVqRtdOsxQDss_pJpp_Yg,COMPUESTOS Podcast,¿Se Puede Vivir De YouTube? 📹 #Compuestos #AndresGarza #EloisaWolf #YouTube,shorts,0.0,0.012278,0.000248,25.513291,short,7.234222,8.208783,,,14.540134,98.25,88.942308,50.107788,75.0,False,True,False,False,False
PMX-urJB7uw,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Esta es la idea de ingreso pasivo  #shorts,shorts,0.0,0.088023,0.002165,21.659147,mid,22.674295,27.484894,,,82.948756,100.0,91.346154,20.102398,42.0,False,False,False,False,False
MdYM6kw372Q,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Este es el quinto cambio mental que necesitas hacer #shorts,shorts,0.0,0.064203,0.00109,21.680143,short,21.650061,26.20477,,,67.238895,100.0,91.346154,20.102398,59.0,False,False,False,False,False
rXs8JlFIS-U,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Me voló la cabeza cuando Jaime Higuera dijo esto #shorts,shorts,0.0,0.05226,0.000834,21.742214,short,20.802571,25.145906,,,60.108022,100.0,91.346154,20.102398,56.0,False,False,False,False,False
RBz3O-4xBYE,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Me voló la cabeza cuando Jaime Higuera dijo esto #shorts,shorts,0.0,0.086307,0.002268,21.950536,short,22.600119,27.394483,,,82.824853,100.0,91.346154,20.102398,56.0,False,False,False,False,False
03uRM4Uz5t8,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Por esto no creo en el amor eterno #shorts,shorts,0.0,0.072336,0.00195,22.097654,short,22.070297,26.733336,,,75.774001,100.0,91.346154,20.102398,42.0,False,False,False,False,False
rzqgWnJPamU,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Este consejo cambia tu relación con las mujeres #shorts,shorts,0.0,0.054576,0.001331,22.116855,short,20.98956,25.38256,,,65.710759,100.0,91.346154,20.102398,55.0,False,False,False,False,False
nLlqkXdlNsM,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Así fue cuando me tuve que ir a Londres  #shorts,shorts,0.0,0.045468,0.000549,22.158754,short,19.989375,24.132645,,,53.320465,100.0,91.346154,20.102398,48.0,False,False,False,False,False
fIZkXHaOuvY,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,La sociedad te está programando #shorts,shorts,0.0,0.049416,0.001556,22.200571,short,20.465729,24.728402,,,64.777615,100.0,91.346154,20.102398,39.0,False,False,False,False,False
t3oZncJYgwE,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,No hagas caso a la sociedad actual  #shorts,shorts,0.0,0.09272,0.001277,22.628105,short,22.715498,27.543719,,,80.146743,100.0,91.346154,20.102398,43.0,False,False,False,False,False
h5Snd8uqih8,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Muchos dueños de negocio se sienten así    #shorts,shorts,0.0,0.043278,0.001064,22.648939,short,19.580027,23.624527,,,57.924233,100.0,91.346154,20.102398,50.0,False,False,False,False,False
Z-xAO96GQtU,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Esto es lo primero que vas a hacer mañana  #shorts,shorts,0.0,0.110176,0.00058,22.65895,mid,23.053629,27.9666,,,76.104409,100.0,91.346154,20.102398,50.0,False,False,False,False,False
TlwFNKM1OyA,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Para conseguir lo que quieres debes enfocarte  #shorts,shorts,0.0,0.064993,0.001112,22.670791,short,21.607098,26.15852,,,67.808075,100.0,91.346154,20.102398,54.0,False,False,False,False,False
kLZUfQUWNNw,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,¡Estás a muy poco de vivir la vida de tus sueños #shorts,shorts,0.0,0.068606,0.00304,22.681474,short,21.85917,26.473684,,,77.379577,100.0,91.346154,20.102398,56.0,False,False,False,False,False
uOGqRV25LOc,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Esta es la trampa de la educación #shorts,shorts,0.0,0.050174,0.000994,22.775386,short,20.483248,24.754433,,,60.741734,100.0,91.346154,20.102398,41.0,False,False,False,False,False
Ux-bi7bqrUU,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Así trabajan las personas que están construyendo riquezas #shorts,shorts,0.0,0.084204,0.000768,22.971462,short,22.444525,27.207364,,,72.738379,100.0,91.346154,20.102398,65.0,False,False,False,False,False
0xTKuxdSrRI,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Esta es la forma más rápida de leer a una persona #shorts,shorts,0.0,0.039398,0.000485,23.000305,short,18.967763,22.861604,,,49.036779,100.0,91.346154,20.102398,57.0,False,False,False,False,False
uHx1N_qFfTw,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Esto es lo primero que necesitas  #shorts,shorts,0.0,0.082822,0.001022,23.7838,mid,22.341482,27.083706,,,74.915715,100.0,91.346154,20.102398,41.0,False,False,False,False,False
SrN39dykl7A,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Esto es lo primero que necesitas  #shorts,shorts,0.0,0.065548,0.000774,23.783997,short,21.561912,26.109245,,,64.711792,100.0,91.346154,20.102398,41.0,False,False,False,False,False
YY3pLnSX1W4,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,No consumas tu tiempo y tu energía en algo que no te aporta nada  #shorts,shorts,0.0,0.075831,0.000507,23.825501,short,22.064883,26.738205,,,65.202241,100.0,91.346154,20.102398,73.0,False,False,False,False,False
qO9602XOIfY,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,No tengas miedo a esto #shorts,shorts,0.0,0.056718,0.000915,23.866728,short,20.998454,25.405413,,,62.882933,100.0,91.346154,20.102398,30.0,False,False,False,False,False
